piece_id,z,x,y,temperature
1,1,17,175,73.71837286648075
1,1,18,175,104.56365970741695
1,1,12,176,102.50152819151992
1,1,13,176,70.07281331806213
1,1,14,176,81.20844487184492
1,1,15,176,76.91773272967357
1,1,16,176,81.20844487184492
1,1,17,176,70.07281331806213
1,1,18,176,102.50152819151992
1,1,12,177,104.56365970741695
1,1,13,177,73.71837286648075
1,1,14,177,85.36527808117101
1,1,15,177,81.20844487184492
1,1,16,177,85.36527808117101
1,1,17,177,73.71837286648075
1,1,18,177,104.56365970741695
1,1,12,178,98.21831130994731
1,1,13,178,62.9352741651635
1,1,14,178,73.71837286648075
1,1,15,178,70.07281331806213
1,1,16,178,73.71837286648075
1,1,17,178,62.9352741651635
1,1,18,178,98.21831130994731
1,1,12,179,119.51260680174993
1,1,13,179,98.21831130994731
1,1,14,179,104.56365970741695
1,1,15,179,102.50152819151992
1,1,16,179,104.56365970741695
1,1,17,179,98.21831130994731
1,1,18,179,119.51260680174993
2,0,26,51,84.98827711306119
2,0,27,51,70.37591222345145
2,0,28,51,75.04523300064079
2,0,29,51,73.39805614253663
2,0,30,51,75.04523300064079
2,0,31,51,70.37591222345145
2,0,32,51,84.98827711306119
2,0,26,52,70.37591222345145
2,0,27,52,45.30826649425212
2,0,28,52,53.5416393535226
2,0,29,52,50.54306707625441
2,0,30,52,53.54163935352259
2,0,31,52,45.30826649425212
2,0,32,52,70.37591222345145
2,0,26,53,75.04523300064078
2,0,27,53,53.541639353522605
2,0,28,53,62.341736077295444
2,0,29,53,58.94678409517931
2,0,30,53,62.34173607729546
2,0,31,53,53.5416393535226
2,0,32,53,75.04523300064079
2,0,26,54,73.39805614253663
2,0,27,54,50.54306707625441
2,0,28,54,58.94678409517931
2,0,29,54,55.437817972209324
2,0,30,54,58.94678409517931
2,0,31,54,50.54306707625441
2,0,32,54,73.39805614253663
2,0,26,55,75.04523300064079
2,0,27,55,53.5416393535226
2,0,28,55,62.34173607729546
2,0,29,55,58.94678409517931
2,0,30,55,62.341736077295444
2,0,31,55,53.541639353522605
2,0,32,55,75.04523300064078
2,0,26,56,70.37591222345145
2,0,27,56,45.30826649425212
2,0,28,56,53.54163935352259
2,0,29,56,50.54306707625441
2,0,30,56,53.5416393535226
2,0,31,56,45.30826649425212
2,0,32,56,70.37591222345145
2,0,26,57,84.98827711306119
2,0,27,57,70.37591222345145
2,0,28,57,75.04523300064079
2,0,29,57,73.39805614253663
2,0,30,57,75.04523300064079
2,0,31,57,70.37591222345145
2,0,32,57,84.98827711306119
2,1,26,51,119.51260680174993
2,1,27,51,98.21831130994731
2,1,28,51,104.56365970741695
2,1,29,51,102.50152819151992
2,1,30,51,104.56365970741695
2,1,31,51,98.21831130994731
2,1,32,51,119.51260680174993
2,1,26,52,98.21831130994731
2,1,27,52,62.9352741651635
2,1,28,52,73.71837286648075
2,1,29,52,70.07281331806213
2,1,30,52,73.71837286648075
2,1,31,52,62.9352741651635
2,1,32,52,98.21831130994731
2,1,26,53,104.56365970741695
2,1,27,53,73.71837286648075
2,1,28,53,85.36527808117101
2,1,29,53,81.20844487184492
2,1,30,53,85.36527808117101
2,1,31,53,73.71837286648075
2,1,32,53,104.56365970741695
2,1,26,54,102.50152819151992
2,1,27,54,70.07281331806213
2,1,28,54,81.20844487184492
2,1,29,54,76.91773272967357
2,1,30,54,81.20844487184492
2,1,31,54,70.07281331806213
2,1,32,54,102.50152819151992
2,1,26,55,104.56365970741695
2,1,27,55,73.71837286648075
2,1,28,55,85.36527808117101
2,1,29,55,81.20844487184492
2,1,30,55,85.36527808117101
2,1,31,55,73.71837286648075
2,1,32,55,104.56365970741695
2,1,26,56,98.21831130994731
2,1,27,56,62.9352741651635
2,1,28,56,73.71837286648075
2,1,29,56,70.07281331806213
2,1,30,56,73.71837286648075
2,1,31,56,62.9352741651635
2,1,32,56,98.21831130994731
2,1,26,57,119.51260680174993
2,1,27,57,98.21831130994731
2,1,28,57,104.56365970741695
2,1,29,57,102.50152819151992
2,1,30,57,104.56365970741695
2,1,31,57,98.21831130994731
2,1,32,57,119.51260680174993
3,0,844,1505,84.98827711306119
3,0,845,1505,70.37591222345145
3,0,846,1505,75.04523300064079
3,0,847,1505,73.39805614253663
3,0,848,1505,75.04523300064079
3,0,849,1505,70.37591222345145
3,0,850,1505,84.98827711306119
3,0,844,1506,70.37591222345145
3,0,845,1506,45.30826649425212
3,0,846,1506,53.5416393535226
3,0,847,1506,50.54306707625441
3,0,848,1506,53.54163935352259
3,0,849,1506,45.30826649425212
3,0,850,1506,70.37591222345145
3,0,844,1507,75.04523300064078
3,0,845,1507,53.541639353522605
3,0,846,1507,62.341736077295444
3,0,847,1507,58.94678409517931
3,0,848,1507,62.34173607729546
3,0,849,1507,53.5416393535226
3,0,850,1507,75.04523300064079
3,0,844,1508,73.39805614253663
3,0,845,1508,50.54306707625441
3,0,846,1508,58.94678409517931
3,0,847,1508,55.437817972209324
3,0,848,1508,58.94678409517931
3,0,849,1508,50.54306707625441
3,0,850,1508,73.39805614253663
3,0,844,1509,75.04523300064079
3,0,845,1509,53.5416393535226
3,0,846,1509,62.34173607729546
3,0,847,1509,58.94678409517931
3,0,848,1509,62.341736077295444
3,0,849,1509,53.541639353522605
3,0,850,1509,75.04523300064078
3,0,844,1510,70.37591222345145
3,0,845,1510,45.30826649425212
3,0,846,1510,53.54163935352259
3,0,847,1510,50.54306707625441
3,0,848,1510,53.5416393535226
3,0,849,1510,45.30826649425212
3,0,850,1510,70.37591222345145
3,0,844,1511,84.98827711306119
3,0,845,1511,70.37591222345145
3,0,846,1511,75.04523300064079
3,0,847,1511,73.39805614253663
3,0,848,1511,75.04523300064079
3,0,849,1511,70.37591222345145
3,0,850,1511,84.98827711306119
3,1,844,1505,119.51260680174993
3,1,845,1505,98.21831130994731
3,1,846,1505,104.56365970741695
3,1,847,1505,102.50152819151992
3,1,848,1505,104.56365970741695
3,1,849,1505,98.21831130994731
3,1,850,1505,119.51260680174993
3,1,844,1506,98.21831130994731
3,1,845,1506,62.9352741651635
3,1,846,1506,73.71837286648075
3,1,847,1506,70.07281331806213
3,1,848,1506,73.71837286648075
3,1,849,1506,62.9352741651635
3,1,850,1506,98.21831130994731
3,1,844,1507,104.56365970741695
3,1,845,1507,73.71837286648075
3,1,846,1507,85.36527808117101
3,1,847,1507,81.20844487184492
3,1,848,1507,85.36527808117101
3,1,849,1507,73.71837286648075
3,1,850,1507,104.56365970741695
3,1,844,1508,102.50152819151992
3,1,845,1508,70.07281331806213
3,1,846,1508,81.20844487184492
3,1,847,1508,76.91773272967357
3,1,848,1508,81.20844487184492
3,1,849,1508,70.07281331806213
3,1,850,1508,102.50152819151992
3,1,844,1509,104.56365970741695
3,1,845,1509,73.71837286648075
3,1,846,1509,85.36527808117101
3,1,847,1509,81.20844487184492
3,1,848,1509,85.36527808117101
3,1,849,1509,73.71837286648075
3,1,850,1509,104.56365970741695
3,1,844,1510,98.21831130994731
3,1,845,1510,62.9352741651635
3,1,846,1510,73.71837286648075
3,1,847,1510,70.07281331806213
3,1,848,1510,73.71837286648075
3,1,849,1510,62.9352741651635
3,1,850,1510,98.21831130994731
3,1,844,1511,119.51260680174993
3,1,845,1511,98.21831130994731
3,1,846,1511,104.56365970741695
3,1,847,1511,102.50152819151992
3,1,848,1511,104.56365970741695
3,1,849,1511,98.21831130994731
3,1,850,1511,119.51260680174993
4,0,1044,498,84.98827711306119
4,0,1045,498,70.37591222345145
4,0,1046,498,75.04523300064079
4,0,1047,498,73.39805614253663
4,0,1048,498,75.04523300064079
4,0,1049,498,70.37591222345145
4,0,1050,498,84.98827711306119
4,0,1044,499,70.37591222345145
4,0,1045,499,45.30826649425212
4,0,1046,499,53.5416393535226
4,0,1047,499,50.54306707625441
4,0,1048,499,53.54163935352259
4,0,1049,499,45.30826649425212
4,0,1050,499,70.37591222345145
4,0,1044,500,75.04523300064078
4,0,1045,500,53.541639353522605
4,0,1046,500,62.341736077295444
4,0,1047,500,58.94678409517931
4,0,1048,500,62.34173607729546
4,0,1049,500,53.5416393535226
4,0,1050,500,75.04523300064079
4,0,1044,501,73.39805614253663
4,0,1045,501,50.54306707625441
4,0,1046,501,58.94678409517931
4,0,1047,501,55.437817972209324
4,0,1048,501,58.94678409517931
4,0,1049,501,50.54306707625441
4,0,1050,501,73.39805614253663
4,0,1044,502,75.04523300064079
4,0,1045,502,53.5416393535226
4,0,1046,502,62.34173607729546
4,0,1047,502,58.94678409517931
4,0,1048,502,62.341736077295444
4,0,1049,502,53.541639353522605
4,0,1050,502,75.04523300064078
4,0,1044,503,70.37591222345145
4,0,1045,503,45.30826649425212
4,0,1046,503,53.54163935352259
4,0,1047,503,50.54306707625441
4,0,1048,503,53.5416393535226
4,0,1049,503,45.30826649425212
4,0,1050,503,70.37591222345145
4,0,1044,504,84.98827711306119
4,0,1045,504,70.37591222345145
4,0,1046,504,75.04523300064079
4,0,1047,504,73.39805614253663
4,0,1048,504,75.04523300064079
4,0,1049,504,70.37591222345145
4,0,1050,504,84.98827711306119
4,1,1044,498,119.51260680174993
4,1,1045,498,98.21831130994731
4,1,1046,498,104.56365970741695
4,1,1047,498,102.50152819151992
4,1,1048,498,104.56365970741695
4,1,1049,498,98.21831130994731
4,1,1050,498,119.51260680174993
4,1,1044,499,98.21831130994731
4,1,1045,499,62.9352741651635
4,1,1046,499,73.71837286648075
4,1,1047,499,70.07281331806213
4,1,1048,499,73.71837286648075
4,1,1049,499,62.9352741651635
4,1,1050,499,98.21831130994731
4,1,1044,500,104.56365970741695
4,1,1045,500,73.71837286648075
4,1,1046,500,85.36527808117101
4,1,1047,500,81.20844487184492
4,1,1048,500,85.36527808117101
4,1,1049,500,73.71837286648075
4,1,1050,500,104.56365970741695
4,1,1044,501,102.50152819151992
4,1,1045,501,70.07281331806213
4,1,1046,501,81.20844487184492
4,1,1047,501,76.91773272967357
4,1,1048,501,81.20844487184492
4,1,1049,501,70.07281331806213
4,1,1050,501,102.50152819151992
4,1,1044,502,104.56365970741695
4,1,1045,502,73.71837286648075
4,1,1046,502,85.36527808117101
4,1,1047,502,81.20844487184492
4,1,1048,502,85.36527808117101
4,1,1049,502,73.71837286648075
4,1,1050,502,104.56365970741695
4,1,1044,503,98.21831130994731
4,1,1045,503,62.9352741651635
4,1,1046,503,73.71837286648075
4,1,1047,503,70.07281331806213
4,1,1048,503,73.71837286648075
4,1,1049,503,62.9352741651635
4,1,1050,503,98.21831130994731
4,1,1044,504,119.51260680174993
4,1,1045,504,98.21831130994731
4,1,1046,504,104.56365970741695
4,1,1047,504,102.50152819151992
4,1,1048,504,104.56365970741695
4,1,1049,504,98.21831130994731
4,1,1050,504,119.51260680174993
5,0,1480,1672,84.98684089373633
5,0,1481,1672,70.37058625685184
5,0,1482,1672,75.03800256218406
5,0,1483,1672,73.39010165362508
5,0,1484,1672,75.03800256218406
5,0,1485,1672,70.37058625685185
5,0,1486,1672,84.98684089373633
5,0,1480,1673,70.39752228781735
5,0,1481,1673,45.34492229992268
5,0,1482,1673,53.5876136428563
5,0,1483,1673,50.59187092055866
5,0,1484,1673,53.5876136428563
5,0,1485,1673,45.34492229992268
5,0,1486,1673,70.39752228781735
5,0,1480,1674,74.96327225890802
5,0,1481,1674,53.390445999745765
5,0,1482,1674,62.15603894277552
5,0,1483,1674,58.74994205634927
5,0,1484,1674,62.15603894277551
5,0,1485,1674,53.390445999745765
5,0,1486,1674,74.96327225890802
5,0,1480,1675,73.74581781125477
5,0,1481,1675,51.16852338146238
5,0,1482,1675,59.69266265779002
5,0,1483,1675,56.21314933958653
5,0,1484,1675,59.69266265779002
5,0,1485,1675,51.168523381462386
5,0,1486,1675,73.74581781125477
5,0,1480,1676,73.74581781125477
5,0,1481,1676,51.168523381462386
5,0,1482,1676,59.69266265779002
5,0,1483,1676,56.21314933958653
5,0,1484,1676,59.69266265779002
5,0,1485,1676,51.16852338146238
5,0,1486,1676,73.74581781125477
5,0,1480,1677,74.96327225890802
5,0,1481,1677,53.390445999745765
5,0,1482,1677,62.15603894277551
5,0,1483,1677,58.74994205634927
5,0,1484,1677,62.15603894277552
5,0,1485,1677,53.390445999745765
5,0,1486,1677,74.96327225890802
5,0,1480,1678,70.39752228781735
5,0,1481,1678,45.34492229992268
5,0,1482,1678,53.5876136428563
5,0,1483,1678,50.59187092055866
5,0,1484,1678,53.5876136428563
5,0,1485,1678,45.34492229992268
5,0,1486,1678,70.39752228781735
5,0,1480,1679,84.98684089373633
5,0,1481,1679,70.37058625685185
5,0,1482,1679,75.03800256218406
5,0,1483,1679,73.39010165362508
5,0,1484,1679,75.03800256218406
5,0,1485,1679,70.37058625685184
5,0,1486,1679,84.98684089373633
5,1,1480,1672,119.5120425447553
5,1,1481,1672,98.21358843634276
5,1,1482,1672,104.55702043397676
5,1,1483,1672,102.49413625757148
5,1,1484,1672,104.55702043397676
5,1,1485,1672,98.21358843634276
5,1,1486,1672,119.5120425447553
5,1,1480,1673,98.2419302659059
5,1,1481,1673,62.97419824324952
5,1,1482,1673,73.76719579977707
5,1,1483,1673,70.12457657251474
5,1,1484,1673,73.76719579977707
5,1,1485,1673,62.97419824324952
5,1,1486,1673,98.24193026590592
5,1,1480,1674,104.47306012846072
5,1,1481,1674,73.55331343772885
5,1,1482,1674,85.16190298594607
5,1,1483,1674,80.99298976672556
5,1,1484,1674,85.16190298594606
5,1,1485,1674,73.55331343772885
5,1,1486,1674,104.47306012846072
5,1,1480,1675,102.91345274118687
5,1,1481,1675,70.79564417043791
5,1,1482,1675,82.07463517601339
5,1,1483,1675,77.81743757756878
5,1,1484,1675,82.07463517601339
5,1,1485,1675,70.79564417043792
5,1,1486,1675,102.91345274118687
5,1,1480,1676,102.91345274118687
5,1,1481,1676,70.79564417043792
5,1,1482,1676,82.07463517601339
5,1,1483,1676,77.81743757756878
5,1,1484,1676,82.07463517601339
5,1,1485,1676,70.79564417043791
5,1,1486,1676,102.91345274118687
5,1,1480,1677,104.47306012846072
5,1,1481,1677,73.55331343772885
5,1,1482,1677,85.16190298594606
5,1,1483,1677,80.99298976672556
5,1,1484,1677,85.16190298594607
5,1,1485,1677,73.55331343772885
5,1,1486,1677,104.47306012846072
5,1,1480,1678,98.24193026590592
5,1,1481,1678,62.97419824324952
5,1,1482,1678,73.76719579977707
5,1,1483,1678,70.12457657251474
5,1,1484,1678,73.76719579977707
5,1,1485,1678,62.97419824324952
5,1,1486,1678,98.2419302659059
5,1,1480,1679,119.5120425447553
5,1,1481,1679,98.21358843634276
5,1,1482,1679,104.55702043397676
5,1,1483,1679,102.49413625757148
5,1,1484,1679,104.55702043397676
5,1,1485,1679,98.21358843634276
5,1,1486,1679,119.5120425447553
6,0,1793,1866,84.98827711306119
6,0,1794,1866,70.37591222345145
6,0,1795,1866,75.04523300064079
6,0,1796,1866,73.39805614253663
6,0,1797,1866,75.04523300064079
6,0,1798,1866,70.37591222345145
6,0,1799,1866,84.98827711306119
6,0,1793,1867,70.37591222345145
6,0,1794,1867,45.30826649425212
6,0,1795,1867,53.5416393535226
6,0,1796,1867,50.54306707625441
6,0,1797,1867,53.54163935352259
6,0,1798,1867,45.30826649425212
6,0,1799,1867,70.37591222345145
6,0,1793,1868,75.04523300064078
6,0,1794,1868,53.541639353522605
6,0,1795,1868,62.341736077295444
6,0,1796,1868,58.94678409517931
6,0,1797,1868,62.34173607729546
6,0,1798,1868,53.5416393535226
6,0,1799,1868,75.04523300064079
6,0,1793,1869,73.39805614253663
6,0,1794,1869,50.54306707625441
6,0,1795,1869,58.94678409517931
6,0,1796,1869,55.437817972209324
6,0,1797,1869,58.94678409517931
6,0,1798,1869,50.54306707625441
6,0,1799,1869,73.39805614253663
6,0,1793,1870,75.04523300064079
6,0,1794,1870,53.5416393535226
6,0,1795,1870,62.34173607729546
6,0,1796,1870,58.94678409517931
6,0,1797,1870,62.341736077295444
6,0,1798,1870,53.541639353522605
6,0,1799,1870,75.04523300064078
6,0,1793,1871,70.37591222345145
6,0,1794,1871,45.30826649425212
6,0,1795,1871,53.54163935352259
6,0,1796,1871,50.54306707625441
6,0,1797,1871,53.5416393535226
6,0,1798,1871,45.30826649425212
6,0,1799,1871,70.37591222345145
6,0,1793,1872,84.98827711306119
6,0,1794,1872,70.37591222345145
6,0,1795,1872,75.04523300064079
6,0,1796,1872,73.39805614253663
6,0,1797,1872,75.04523300064079
6,0,1798,1872,70.37591222345145
6,0,1799,1872,84.98827711306119
6,1,1793,1866,119.51260680174993
6,1,1794,1866,98.21831130994731
6,1,1795,1866,104.56365970741695
6,1,1796,1866,102.50152819151992
6,1,1797,1866,104.56365970741695
6,1,1798,1866,98.21831130994731
6,1,1799,1866,119.51260680174993
6,1,1793,1867,98.21831130994731
6,1,1794,1867,62.9352741651635
6,1,1795,1867,73.71837286648075
6,1,1796,1867,70.07281331806213
6,1,1797,1867,73.71837286648075
6,1,1798,1867,62.9352741651635
6,1,1799,1867,98.21831130994731
6,1,1793,1868,104.56365970741695
6,1,1794,1868,73.71837286648075
6,1,1795,1868,85.36527808117101
6,1,1796,1868,81.20844487184492
6,1,1797,1868,85.36527808117101
6,1,1798,1868,73.71837286648075
6,1,1799,1868,104.56365970741695
6,1,1793,1869,102.50152819151992
6,1,1794,1869,70.07281331806213
6,1,1795,1869,81.20844487184492
6,1,1796,1869,76.91773272967357
6,1,1797,1869,81.20844487184492
6,1,1798,1869,70.07281331806213
6,1,1799,1869,102.50152819151992
6,1,1793,1870,104.56365970741695
6,1,1794,1870,73.71837286648075
6,1,1795,1870,85.36527808117101
6,1,1796,1870,81.20844487184492
6,1,1797,1870,85.36527808117101
6,1,1798,1870,73.71837286648075
6,1,1799,1870,104.56365970741695
6,1,1793,1871,98.21831130994731
6,1,1794,1871,62.9352741651635
6,1,1795,1871,73.71837286648075
6,1,1796,1871,70.07281331806213
6,1,1797,1871,73.71837286648075
6,1,1798,1871,62.9352741651635
6,1,1799,1871,98.21831130994731
6,1,1793,1872,119.51260680174993
6,1,1794,1872,98.21831130994731
6,1,1795,1872,104.56365970741695
6,1,1796,1872,102.50152819151992
6,1,1797,1872,104.56365970741695
6,1,1798,1872,98.21831130994731
6,1,1799,1872,119.51260680174993
